,STARVED@8H_mu=-0.005_H,PERSIST@8H_mu=0.02_H,FUM_BATCH_mu=0.55_H,GLC_BATCH_mu=0.6_H,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.22_P,GLC+AA_CHEM_mu=0.22_replicate1_P,GLC+AA_CHEM_mu=0.22_replicate2_P,GLC+AA_CHEM_mu=0.25_P,GLC_CHEM_mu=0.26_P,GLC_CHEM_mu=0.31_P,GLC+AA_CHEM_mu=0.35_P,GLC_CHEM_mu=0.36_P,GLC_CHEM_mu=0.41_P,GLC+AA_CHEM_mu=0.42_P,GLC+AA_CHEM_mu=0.45_P,GLC_CHEM_mu=0.46_P,GLC_CHEM_mu=0.51_replicate1_P,GLC_CHEM_mu=0.51_replicate2_P,GLC+AA_CHEM_mu=0.53_P,GLC+AA_CHEM_mu=0.55_P,GLC+AA_CHEM_mu=0.63_P,GLC+AA_CHEM_mu=0.65_P,GLC+AA_CHEM_mu=0.73_P,GLC+AA_CHEM_mu=0.74_P,GLC+AA_CHEM_mu=0.78_P,GLC+AA_CHEM_mu=0.82_P,GLC_STATIONARY1d_mu=-0.01_S,GLC_STATIONARY3d_mu=-0.01_S,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.20_S,GAL_BATCH_mu=0.26_S,ACE_BATCH_mu=0.3_S,GLC_CHEM_mu=0.35_S,PYR_BATCH_mu=0.40_S,FUM_BATCH_mu=0.42_S,SUCC_BATCH_mu=0.44_S,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,GLC_CHEM_mu=0.50_S,GLC+SALTS_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,GLC_BATCH_mu=0.58_S,GLC@pH6_BATCH_mu=0.63_S,FRU_BATCH_mu=0.65_S,GLC@42deg_BATCH_mu=0.66_S,GLC_BATCH_mu=0.67_S,GLC_BATCH_mu=1.03_S,GLYC+AA_BATCH_mu=1.27_S,LB_BATCH_mu=1.78_S,LB_BATCH_mu=1.9_S,LB_BATCH_mu=2.3_S,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.31_V,GLC_CHEM_mu=0.40_V,GLC_CHEM_mu=0.49_V
b1192,128.64038363554346,173.05899876327868,90.75825068387384,50.04308705865117,,,,,,,,,,,,,,,,,,,,,,,,25.9375,28.85,32.978947368421046,29.947115384615387,40.2081447963801,36.58260869565217,32.29166666666667,31.736,32.04724409448819,31.36821705426357,35.83587786259542,31.36742424242424,38.29924242424242,23.639405204460967,51.69892473118279,46.30465949820788,37.732394366197184,36.679180887372006,29.290540540540537,37.738255033557046,24.96666666666667,16.545197740112993,22.64751958224543,9.744680851063828,25.52913752913753,9.126146788990825,79.9,81.41,70.26,52.86,61.49
b1193,13.080122839347824,99.66918584081968,84.22273390207206,49.0183992511628,128.4755289212,,96.6736665949,,,101.5303105203,129.4296207059,,125.3178976418,153.4003764487,174.53410757330002,,167.96530050200002,227.1697644602,180.0413263165,171.4325148819,,185.9163803271,,144.1269452713,,215.2530178502,,42.825,29.49375,12.078947368421053,17.230769230769234,47.69230769230769,29.621739130434786,18.39583333333333,41.408,43.11417322834646,82.16666666666667,40.1412213740458,44.66666666666666,41.36742424242424,27.657992565055768,75.03225806451613,47.35125448028674,60.03169014084508,24.21160409556314,51.192567567567565,32.19463087248322,39.96,17.932203389830512,45.04960835509138,16.988179669030732,42.73426573426574,12.066513761467887,,,,,
b1194,,,,,43.7955589287,22.0906085468,30.184293731700002,,52.4425131189,77.6785843258,63.7617401097,82.9232110948,64.1086523852,28.4890480565,89.5496212783,95.64588684040001,1035.1271955659,14.1378102307,,74.789993298,140.9927622281,76.5579223555,231.8329420202,92.6240996395,93.5692316822,59.3327178084,98.2201891854,,,,,,,,,,,,,,,,,,,,,244.76,336.91525423728814,,244.47517730496452,,219.63532110091742,,,,,
b1197,346.8993738558696,723.5209782757378,219.6489174725225,70.73949960306976,131.4720082241,159.9566800901,116.4060312467,43.3651326175,129.1121209388,122.5643624146,162.3376834583,,92.3123360897,48.1562971559,111.8140392805,,72.3085772677,41.7917452879,34.3538983906,86.59688641860001,,42.641324417,,,,,,116.7875,117.26875,145.48947368421054,94.46153846153842,78.70135746606336,63.28260869565218,63.9125,42.28,79.46850393700788,46.5,50.16030534351146,50.88636363636363,52.14015151515152,39.981412639405214,38.62365591397849,19.508960573476703,23.18661971830986,43.959044368600686,18.797297297297302,23.493288590604035,4.57,2.1299435028248586,22.4046997389034,1.9669030732860517,16.21212121212121,1.4357798165137614,1737.15,876.28,461.17,300.37,235.33
b1198,139.24991566684784,436.3022674834427,141.27716609054053,205.9266022743721,68.0135739943,68.6715279913,65.4022174614,,75.5509416954,74.4303377824,81.0316446293,60.5079973207,86.5997044789,96.8798511981,56.4091288757,,108.82044655680001,133.8892497336,126.8327461659,56.5225574153,52.6560650377,58.5737624383,,70.6757475866,98.4424028114,92.4018268422,109.6173954284,83.06875,85.7375,34.821052631578944,38.28365384615385,51.90950226244344,30.208695652173915,38.933333333333344,51.916000000000004,31.2755905511811,28.96124031007752,87.5,169.40151515151516,52.2689393939394,58.29368029739778,162.55197132616487,139.57706093189964,119.86971830985917,133.24232081911262,78.82094594594595,174.3791946308725,79.34333333333333,59.83898305084746,174.2715404699739,53.77541371158392,82.5874125874126,65.46100917431194,61.99,,,107.79,
b1199,165.667789305,213.7387494706557,122.4037923552252,76.5693759243721,288.9914186963,148.09995980000002,209.1513273519,157.9768052966,135.8671483306,141.3294614143,142.0524740732,,128.1314426532,144.7938429694,116.9957189755,,131.3838228133,107.67823847940001,113.02310299930001,123.3643714792,,112.0551953767,100.5467277114,120.9303647771,89.42812849280001,,,16.631249999999998,17.675,35.84210526315789,38.02403846153846,23.855203619909506,21.98260869565217,32.84166666666667,18.055999999999997,19.76771653543307,12.968992248062015,45.91221374045802,83.63257575757575,26.75,30.02230483271376,25.534050179211462,25.21863799283154,33.34507042253521,18.04095563139932,19.179054054054056,18.788590604026847,12.686666666666667,6.483050847457628,76.81462140992167,11.425531914893615,30.293706293706297,9.311926605504588,325.8,225.53,185.86,196.01,207.84
b1200,730.7733699763044,910.0541435150819,582.0640459675675,219.4183279386512,683.2852453749,694.0845525167,832.1064904130001,834.992225728,715.8309483292999,595.6602107277,583.9547057627,569.5907325321,453.6980937687,489.33304660769994,508.0853689269,443.9314790928,389.2814057315,376.34987172809997,377.80338079029997,375.1938315523,339.0283481369,325.0677222661,304.6014915705,291.5680130101,255.9347792913,256.43884899709997,241.3087305445,107.26875,131.51874999999998,510.7631578947369,417.79326923076917,362.24886877828055,280.5695652173913,412.92083333333335,311.44,318.8937007874016,262.7906976744186,468.9351145038168,901.875,409.3371212121213,370.5910780669145,195.23655913978496,257.60931899641577,265.54929577464793,142.60068259385662,216.8716216216216,126.31208053691276,100.09333333333332,74.26553672316382,584.5874673629243,166.80614657210398,220.3729603729604,111.98623853211008,1800.52,1479.72,977.08,849.61,552.85
b1203,935.6282029140216,1456.4093013157376,910.0426807298196,573.4575497285581,1037.3592252871001,1022.9115603298,1212.3031362498,1300.1171299721,1267.1883843461999,1161.0102824725,1207.2571380742,1466.8479868786999,1292.9618328864,1487.616592864,1638.8213295316,1635.9982964104001,1477.3423037772,1569.0255824187,1582.3703358789999,1790.0234299724,1718.099150254,1795.4877857535,1939.3776226071,1795.8081885419,1849.4272249089001,1912.3020594319,2009.3589149407,394.8875,352.65,378.7473684210528,511.92307692307685,476.7194570135746,397.6347826086957,524.0083333333333,674.096,619.2125984251968,640.5503875968992,701.3320610687023,808.0037878787879,631.4507575757575,651.5576208178438,678.247311827957,716.9354838709677,972.5387323943663,614.7713310580205,713.5236486486486,745.734899328859,1073.77,1025.6723163841807,1243.4856396866842,1335.1134751773047,1038.2564102564102,1370.880733944954,608.9,810.82,964.83,972.5,1148.87
b1204,407.3248672541304,708.760177132623,350.72289680369363,238.43104542776746,180.3182096486,164.8682480347,192.4300819638,231.04202548869998,237.1054361793,169.0800054934,173.39013123669997,219.47803743,185.3964601195,204.6932983584,225.01844901799998,247.871612818,183.22864627090001,167.0677460421,172.5206467194,221.25401007119999,,250.8774619849,211.8078562239,231.1827419348,251.800807662,272.1853169709,254.2649646934,172.30624999999995,152.5625,99.31578947368419,106.94230769230771,119.83710407239819,138.2173913043478,123.41666666666669,190.732,196.48031496062995,172.93023255813958,203.85496183206104,175.95454545454544,152.0681818181818,146.65799256505576,212.25806451612902,162.08243727598563,258.03169014084506,182.40273037542664,174.50675675675674,208.57382550335566,202.07333333333332,184.6271186440678,324.5718015665796,209.7210401891253,276.8951048951049,298.1628440366972,,,,,
b1205,2345.8001036275,3075.696149612951,168.9943230265766,17.498415883581394,,,,,,,,,,,,,,,,,,,,,,,,60.76875,27.85,3.1421052631578954,4.644230769230768,3.723981900452489,1.2347826086956522,2.470833333333333,1.1159999999999999,2.3622047244094486,2.0193798449612403,0.8587786259541984,3.0075757575757582,3.2424242424242427,1.7137546468401488,1.745519713261649,2.498207885304659,0.13732394366197184,3.529010238907849,1.935810810810811,1.4899328859060403,,,0.4804177545691906,,1.874125874125874,,,,,,
b1206,29.16888257,83.57422826032787,14.24187121144144,4.490429577627907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4133333333333333,2.4011299435028253,,4.276595744680851,,8.889908256880734,,,,,
b1207,5217.655370707826,5567.520973746394,3677.807343449549,1782.2544572862794,2909.9323548128996,2941.9269888091,3305.732885252,3370.7709070448,3584.7624991136,3147.1725912033003,3326.1031162899,3892.4104086905,3339.3262496603,3237.5593624697,3883.8181026295,4059.0528813631,3238.8512769795,3267.4226434335997,3285.3277129489,4051.363663295,4137.0232770713,4193.6328309884,4210.2843048454,4114.6888059125,4257.9061721028,4290.9343715253,4498.4760168549,2025.825,2480.06875,1663.3473684210528,1706.1490384615383,2325.3619909502263,2399.6391304347826,2020.845833333333,3128.376,3293.1968503937005,3788.395348837209,2982.022900763359,2984.348484848485,2476.9242424242425,2555.371747211896,2480.2795698924733,2703.354838709677,2615.3626760563384,3009.634812286689,2972.8682432432433,2485.8020134228186,2061.726666666667,2371.793785310734,2965.3812010443858,1720.9692671394794,2184.5384615384614,2342.3555045871562,2808.24,3275.19,3299.28,3029.07,3196.79
b1208,108.22354209315216,145.242205472459,126.47391112153153,53.158501004883725,80.0934473845,,,,,,,,,,,,,,,,,,,,,,,51.71875,57.5,48.752631578947366,54.32692307692307,54.28506787330318,68.72173913043478,53.375,75.884,74.26377952755905,65.87209302325581,66.2557251908397,83.29924242424242,59.10984848484848,55.72862453531599,54.121863799283155,28.60215053763441,65.47535211267605,73.34129692832764,53.77702702702703,74.12751677852349,60.50333333333333,68.16666666666667,49.8798955613577,33.95508274231678,37.4988344988345,45.27293577981651,,,,,
b1209,541.9924360255435,581.5135509285246,463.0009327628828,187.400282661814,390.5213083357,401.6174480805,323.0500479441,,370.611980105,475.2273431583,398.09405047580003,410.05368073370005,412.0951456813,394.67471905400004,302.7230779962,352.67549011809996,417.2883596944,422.84487037,464.3618250847,319.20252949220003,321.8450726168,341.5194006017,370.9035953586,344.058071291,363.4879303615,318.3274061776,343.418871493,95.7,114.16875,62.51052631578948,68.35096153846153,111.82352941176471,107.14782608695651,80.36666666666667,85.42,111.2952755905512,114.16279069767442,85.27099236641222,109.54545454545452,103.1628787878788,84.48698884758366,100.76344086021506,97.80645161290322,90.14084507042256,114.34129692832764,95.1081081081081,72.35906040268456,90.06,76.25706214689265,70.74673629242821,62.385342789598106,59.51748251748252,52.32110091743118,103.32,92.41,107.02,92.68,103.48
b1210,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.7368421052631582,0.09134615384615384,1.9049773755656108,0.14782608695652175,1.9541666666666668,2.904,1.6141732283464565,1.8875968992248064,0.08015267175572519,1.5984848484848484,1.7196969696969695,0.3643122676579926,0.02150537634408602,0.0931899641577061,2.126760563380282,0.583617747440273,1.0304054054054053,0.003355704697986577,0.3033333333333333,0.18926553672316385,0.0026109660574412533,0.2293144208037825,5.328671328671327,2.7522935779816518,,,,,
b1211,84.73814528021737,159.09035832180328,91.9379336788288,57.38281488065116,,24.6940691106,,,,,,,,32.3649788031,30.312218805300002,32.8780395835,38.4865711163,31.5617842609,37.4510447381,,,34.454086296999996,,31.217401827600003,,38.5797859981,36.717057026999996,26.1125,28.6125,42.24736842105264,31.961538461538463,32.24886877828054,42.569565217391315,47.84166666666667,69.52799999999999,69.69291338582677,30.848837209302324,56.70229007633588,82.60606060606061,26.33333333333333,52.152416356877325,34.415770609319,22.59139784946236,81.24295774647888,34.976109215017054,26.753378378378375,38.36912751677853,52.54333333333333,64.64124293785311,63.73368146214099,112.06382978723404,87.12820512820512,89.07798165137613,,,,,
b1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.825,0.30625,0.11052631578947368,7.8173076923076925,0.4705882352941177,0.13478260869565215,0.5708333333333334,3.536,0.9173228346456692,1.848837209302325,2.2709923664122136,2.0568181818181817,,0.8996282527881041,0.4229390681003584,,0.6408450704225352,0.8805460750853242,,4.593959731543624,,,,,9.377622377622377,,,,,,
b1215,2607.242139625435,3357.733442511804,1891.8331063702703,960.5631001140463,3340.9986688122,3431.034002771,3009.4214694831,3375.3687906778005,3200.2271720618,3466.4707976716,3331.5082412358,3377.309169198,3334.1885256528003,3247.1448980031,3136.2153205787,3247.3653745783004,3216.6911129011,2960.8447511296004,3178.8888095221996,3197.5044936707,3144.7005081687,3099.4812113465996,3250.2110174713002,2901.7401335711997,2946.4515444723997,3013.4677142453997,3201.806138958,1161.93125,1101.0124999999996,878.9315789473685,984.1634615384613,1048.8325791855202,1166.491304347826,1108.725,989.6160000000001,1151.5984251968505,925.624031007752,1070.9923664122136,1215.0492424242425,779.8674242424241,1235.6245353159852,1256.6200716845876,1062.7383512544802,931.3802816901407,980.2696245733788,973.5337837837835,1422.4429530201346,827.4499999999998,655.9717514124293,1036.4647519582243,745.6146572104018,961.0675990675991,707.6215596330275,2437.66,2429.16,2468.03,2370.32,2475.42
b1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1375,14.2625,10.189473684210526,9.894230769230768,4.932126696832579,5.521739130434784,10.020833333333334,12.464,8.775590551181104,7.170542635658914,6.122137404580152,11.768939393939393,10.367424242424242,13.323420074349446,8.985663082437275,9.623655913978496,15.038732394366198,8.426621160409558,18.567567567567572,21.359060402684566,,,7.443864229765014,,13.729603729603731,,,,,,
b1217,111.62697833782607,188.24752236655738,161.13632882135133,124.87395153348835,,,,,,,,,,,,,,,,,,,,,,,,13.73125,20.7,34.61578947368421,25.68269230769231,61.9185520361991,26.74347826086957,22.6125,18.227999999999998,40.40157480314961,20.98062015503876,21.549618320610687,27.26515151515152,29.84090909090909,26.513011152416354,24.04659498207885,11.480286738351257,27.679577464788732,71.61092150170647,21.98986486486487,6.949664429530202,3.883333333333333,0.8983050847457628,10.070496083550914,0.5366430260047281,5.102564102564104,0.006880733944954128,382.97,126.52,118.46,114.65,128.9
b1219,1281.1719414646734,1072.8557197939342,904.9821505052253,263.83369316762787,1586.4130599777,1577.0520879357998,2008.1603588256,1725.0914100303,1803.6103508178,1366.5495775083,1112.4676176446,1398.937347396,903.8043063072,643.9610810096,1023.027310383,860.9689586487,714.7816081228,,645.3019817537,1085.5426557066,808.8828789968,704.4659210568,735.7548348725,646.3375703112999,,581.9414239298001,553.9155609887999,508.4,613.0375,949.7157894736844,851.5625,563.5746606334843,1232.521739130435,826.1416666666668,824.5600000000002,792.0157480314962,387.12015503875966,626.1259541984733,464.85227272727275,504.6742424242424,675.4832713754648,369.336917562724,324.4551971326165,711.7112676056337,328.61774744027304,311.47972972972974,233.1778523489933,517.3000000000002,502.4322033898305,653.2062663185379,548.6170212765957,556.2027972027971,418.7752293577981,3328.28,2497.92,1428.86,994.82,871.85
b1221,1190.625673818587,1547.778082309836,837.6264193505406,446.9811564375349,476.7803069368,499.00837528510004,367.9825152971,363.85122800830004,358.22894061510004,489.7412376356,506.1653414753,415.55095783480004,519.3347427694999,518.7043619475,394.88705809519996,439.9951938276,487.43449365099997,442.31678928260004,474.85686307410003,392.8956960321,404.1511068849,355.8338139346,365.6598950307,313.2183723332,272.52082252580004,291.506883903,,502.28125,395.30625,257.92105263157896,359.5721153846154,536.8371040723982,482.33478260869566,336.9916666666667,416.38,473.32677165354335,417.75193798449607,588.3816793893129,486.5113636363636,526.1212121212121,347.5167286245353,465.8817204301075,412.41218637992836,436.4366197183099,440.12286689419784,359.25337837837844,548.0704697986579,262.53000000000003,228.5254237288136,346.83028720626635,289.91489361702116,411.5128205128206,312.65825688073386,593.06,645.25,863.12,817.68,728.76
b1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25625,0.93125,1.1473684210526318,0.5961538461538461,2.167420814479638,0.4130434782608696,0.32083333333333336,0.6559999999999999,0.19685039370078736,1.8333333333333333,1.4198473282442747,0.5492424242424242,0.9090909090909092,0.1895910780669145,0.5197132616487455,0.3082437275985663,0.056338028169014086,0.8839590443686006,0.3885135135135135,2.3087248322147653,0.09000000000000001,0.05084745762711864,0.0731070496083551,0.7068557919621751,3.407925407925408,0.8922018348623852,,,,,
b1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,0.0,0.2631578947368421,0.0625,0.0,0.0,0.0,0.0,0.06299212598425198,0.062015503875968984,0.0038167938931297713,0.0037878787878787884,0.0037878787878787884,0.0037174721189591076,0.08960573476702509,0.003584229390681004,0.0035211267605633804,0.2389078498293515,0.0033783783783783786,0.003355704697986577,1.18,0.4887005649717514,0.0026109660574412533,3.0732860520094563,0.8857808857808858,1.3073394495412844,,,,,
b1226,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14375,0.25625,1.936842105263158,1.6586538461538465,0.3574660633484163,0.6086956521739131,1.1041666666666667,2.3080000000000003,1.7598425196850394,0.7403100775193798,2.847328244274809,2.928030303030303,0.678030303030303,0.7769516728624535,0.11827956989247312,0.4480286738351255,0.3802816901408451,2.0204778156996586,0.34121621621621623,2.580536912751678,0.0033333333333333327,0.20338983050847456,0.5587467362924282,3.134751773049645,10.28205128205128,0.3922018348623853,,,,,
b1227,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00625,0.00625,0.005263157894736843,0.009615384615384616,0.00904977375565611,0.008695652173913044,0.008333333333333333,0.008,0.007874015748031496,0.007751937984496123,0.0076335877862595426,0.007575757575757577,0.007575757575757577,0.007434944237918215,0.007168458781362006,0.007168458781362006,0.007042253521126761,0.006825938566552901,0.13175675675675674,0.006711409395973154,,,0.007832898172323759,,0.006993006993006993,,,,,,
b1232,1477.4357122626086,2375.096657516066,1365.780424504054,929.4350698122328,599.3598184265,562.2957378491001,447.70307082470003,485.66024867019996,563.7475623989,584.9116276542,658.3126804238,575.1234338158,705.2802238746001,724.2697813319,625.8374748458999,691.7606589267999,782.6482415803,922.6394656076,946.1319067188,716.2197179783,718.0288432724001,803.8050982504,851.3850594141,831.8591668045,925.8438425708999,902.6435653765,1039.9022828105,783.68125,699.3125,396.97368421052636,461.42307692307685,426.70135746606337,495.33043478260873,501.92916666666673,405.852,529.8464566929133,649.5387596899225,591.7480916030535,513.9431818181819,523.8977272727273,659.5055762081785,634.6666666666666,784.9928315412187,811.3978873239438,761.3071672354947,787.8074324324324,995.7214765100673,578.48,617.4689265536723,357.9112271540469,232.0307328605201,301.6923076923077,296.26834862385317,515.22,663.4,580.04,836.91,887.52
b1233,80.87558501836956,418.5683694757377,69.51615047963962,73.47700536651162,,,,,,,,,,,,,,,,,,,,,,,,1.1625,0.45,0.5473684210526316,0.6346153846153846,1.51131221719457,0.8304347826086956,1.0,1.4680000000000002,1.248031496062992,1.9418604651162792,1.904580152671756,1.9469696969696968,1.5113636363636365,1.137546468401487,6.430107526881722,2.4050179211469533,2.524647887323944,3.938566552901024,2.4628378378378377,2.9093959731543624,2.13,1.0875706214689265,0.8250652741514359,1.2411347517730495,1.2913752913752914,0.9174311926605504,,,,,
b1234,16.920665499891307,33.40340342081967,15.594552443153152,8.870932146744186,,,,,,,,,,,,,,,,,,,,,,,,0.34375,0.1,2.6263157894736846,0.2980769230769231,2.271493212669683,20.09130434782609,2.333333333333333,12.272,0.0,3.2790697674418605,5.297709923664122,0.9924242424242424,,3.4386617100371746,1.2795698924731185,,29.390845070422536,5.242320819112628,,1.0973154362416109,,,,,2.668997668997669,,,,,,
b1235,89.64666123760868,137.40921447262295,84.19358448018016,26.703030326,,,,,,,,,,,,,,,,,,,,,,,,4.168749999999998,4.356249999999998,4.773684210526316,5.105769230769231,9.180995475113123,4.9,4.545833333333333,4.2,5.244094488188977,6.546511627906978,6.568702290076335,5.424242424242424,5.689393939393939,3.6691449814126393,4.247311827956989,4.555555555555556,4.73943661971831,7.98976109215017,4.141891891891892,5.9664429530201355,0.91,0.5847457627118644,0.9530026109660574,0.553191489361702,1.1282051282051282,0.4655963302752293,,,,,
b1236,2651.5259119188045,5847.892718860328,1966.9159229604502,1204.468356642791,1857.026766416,1907.7329456626,1766.6067774864002,1863.1463051572,1639.0074269691,1733.7485831932001,1839.2272224745002,1639.6478651263,1816.2141781148,1751.3184441689002,1692.2913455818,1607.7484304736,1720.6051950996,1713.1564524704002,1884.1624308277999,1708.8151979469,1547.9597783667002,1637.2984302147,1640.458619186,1485.9173548049,1624.2904274817001,1696.1599483685,1816.7037921995002,910.44375,877.5875,543.4684210526316,619.1442307692307,575.6923076923077,466.7826086956522,508.8208333333334,416.25200000000007,535.5629921259842,482.88372093023247,584.8778625954199,618.0075757575758,490.14772727272725,563.9962825278811,897.7132616487456,716.4767025089606,570.0316901408453,889.5529010238907,558.8648648648649,945.0469798657716,744.3366666666667,704.8983050847457,584.1331592689295,771.0756501182033,570.7972027972028,737.3004587155963,1675.85,1481.92,1455.41,1419.1,1522.27
b1237,16063.320060417283,26503.318342858365,11493.173370226577,4881.991019832792,48047.9338705781,46846.0814724654,48967.9680002429,50526.4183048978,46546.430084212305,45561.9868247646,42600.5667028202,45659.4502912215,40105.3498038862,36076.6442556684,41510.408280094,40892.7569052179,34483.859430649,29082.8583815452,30152.6942966481,36500.8592175261,35171.7646934544,32171.1601383923,32083.0650860766,29816.348339315,29511.211113706002,26923.987428944904,24569.8321915038,13767.41875,16863.493749999998,12747.247368421053,11637.91346153846,10671.895927601809,10954.926086956524,13696.8,13385.616000000002,13111.47244094488,10093.41472868217,9431.931297709923,13314.473484848484,10459.996212121212,12904.28252788104,12532.27240143369,9761.222222222224,7937.095070422535,12244.515358361776,12236.780405405409,6274.456375838927,6997.843333333332,8614.9802259887,11696.762402088772,9027.491725768321,10986.687645687643,9474.481651376143,26213.65,24591.97,21287.86,17994.89,15555.29
b1238,282.1537530408695,343.4322245940984,219.42008280702703,155.81904060748838,,71.771771879,,,,,,70.2511742992,,,,,,110.863220541,,94.8818415414,,,,110.1779831934,,98.0827323172,,64.1,1.18125,8.25263157894737,8.884615384615385,7.638009049773755,17.817391304347826,12.758333333333335,21.628,17.748031496062993,15.922480620155033,24.541984732824424,19.295454545454547,14.863636363636365,17.189591078066915,24.043010752688176,18.186379928315414,32.33098591549296,26.464163822525602,20.39864864864865,2.338926174496644,37.43,36.579096045197744,31.548302872062663,48.007092198581546,33.68298368298368,46.461009174311926,,,,,
b1241,3152.393035805217,8749.825691440656,2120.4753087972967,1519.1596337029307,6074.0776295887,6146.2690359789,5694.4659826389,5529.791865769101,5255.0596399238,5714.8618438515,5382.3526783411,4636.4011250341,5677.2920880724,5604.1855164183,3902.9201383612,4003.5924255984005,5811.9659152008,4860.0913765049,5483.0053631348,3473.8383811495,3479.4931189617,3071.8643882666997,3232.299388452,3059.6761373102004,3171.4062134261,2910.9224454562,3222.9702505046002,4398.45,4196.5374999999985,4215.442105263158,3768.019230769231,2861.4615384615386,1961.0086956521734,3182.2666666666664,1316.9279999999999,1577.6181102362204,1570.666666666667,2809.496183206107,1964.2462121212118,2264.1022727272725,3848.9776951672857,1869.354838709677,3007.587813620072,1708.1267605633802,3076.9351535836176,6754.844594594595,3029.785234899329,950.8866666666668,988.4067796610167,1471.1436031331589,770.4964539007091,1275.4382284382284,725.7408256880733,7585.75,7433.81,7706.36,7498.87,6020.19
b1243,2543.8909713125,5655.1557074511475,3453.491893842613,1496.6914777220002,9445.7198832658,9520.7255228408,15334.3112770993,13593.9048999666,15660.882966208,9265.154203846,8995.942556878299,16845.0098006816,8690.382898104499,8075.0310296545995,15987.3069240785,18634.7921403256,8070.5010624238,7610.6881749305,7693.876298650501,15674.520491121699,17052.2149247654,14226.682534658701,15775.1256784678,24714.2140021864,16303.8463734456,15430.810055746,8601.383394841,4948.4124999999985,5412.24375,2249.3894736842108,2635.668269230769,1941.6787330316738,1285.5304347826084,2567.9791666666665,2203.972,2167.031496062992,2513.662790697674,2590.141221374046,1890.590909090909,1999.3560606060605,2460.1263940520444,5052.605734767025,3296.0860215053767,2026.380281690141,2305.928327645051,2045.888513513513,1126.9731543624162,6920.373333333332,688.2937853107344,7907.553524804179,630.0378250591017,1557.939393939394,248.38532110091742,8617.57,9051.6,10368.41,9371.45,9442.56
b1244,67.15057195706522,70.20328793508197,79.3993561863964,31.725759923023247,,49.5116067604,,,,,35.9194643587,,,,,,,,,,,,,,,,,3.38125,5.5,11.210526315789476,19.37019230769231,5.022624434389139,6.521739130434782,22.625,21.768,15.618110236220472,20.585271317829452,21.93511450381679,11.306818181818182,13.93560606060606,32.089219330855016,12.333333333333332,22.38351254480287,16.056338028169016,17.46075085324232,26.506756756756754,10.050335570469796,58.04666666666666,11.415254237288135,183.3994778067885,8.200945626477539,80.15850815850816,4.965596330275228,,,,,
b1245,128.39781973380434,181.8508637067213,149.84636392216214,81.18270064697674,,,,,,,38.8325419482,,,41.759063132399994,92.83402035190001,,,44.8244827229,,,,88.1188929795,,68.63924966180001,,119.65216173,,33.60625,61.775,19.28421052631579,24.923076923076927,84.87330316742081,8.978260869565217,41.7625,27.464000000000002,28.74015748031496,59.41472868217054,33.69083969465649,31.80681818181818,41.1060606060606,45.4907063197026,58.31182795698925,76.19354838709678,33.732394366197184,21.075085324232077,51.472972972972975,42.010067114093964,149.06,12.175141242937851,179.97389033942554,22.0354609929078,102.36829836829835,4.782110091743119,,,,,
b1246,234.24470588826088,302.4831553257377,206.084351533964,91.79710423651164,68.6836767274,64.9631029837,113.7059277283,,93.1102738318,61.241238353199996,78.93765461609999,,55.276832033000005,62.696059803100006,118.1451079569,,61.1323777837,,46.9847037939,126.7208665342,127.94746776459999,140.9977218816,,147.6269981197,141.6014530145,146.892059256,,37.575,35.28125,71.21052631578948,61.20192307692307,37.57466063348416,36.37391304347826,71.48333333333333,66.012,67.85826771653544,59.21317829457365,64.26335877862597,53.93560606060606,41.59090909090909,66.15241635687731,43.1505376344086,71.65591397849462,50.69014084507043,46.77474402730376,43.807432432432435,45.348993288590606,164.51666666666668,29.83333333333333,340.177545691906,40.81560283687943,171.57342657342656,16.059633027522935,,,,,
