,STARVED@8H_mu=-0.005_H,PERSIST@8H_mu=0.02_H,FUM_BATCH_mu=0.55_H,GLC_BATCH_mu=0.6_H,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.22_P,GLC+AA_CHEM_mu=0.22_replicate1_P,GLC+AA_CHEM_mu=0.22_replicate2_P,GLC+AA_CHEM_mu=0.25_P,GLC_CHEM_mu=0.26_P,GLC_CHEM_mu=0.31_P,GLC+AA_CHEM_mu=0.35_P,GLC_CHEM_mu=0.36_P,GLC_CHEM_mu=0.41_P,GLC+AA_CHEM_mu=0.42_P,GLC+AA_CHEM_mu=0.45_P,GLC_CHEM_mu=0.46_P,GLC_CHEM_mu=0.51_replicate1_P,GLC_CHEM_mu=0.51_replicate2_P,GLC+AA_CHEM_mu=0.53_P,GLC+AA_CHEM_mu=0.55_P,GLC+AA_CHEM_mu=0.63_P,GLC+AA_CHEM_mu=0.65_P,GLC+AA_CHEM_mu=0.73_P,GLC+AA_CHEM_mu=0.74_P,GLC+AA_CHEM_mu=0.78_P,GLC+AA_CHEM_mu=0.82_P,GLC_STATIONARY1d_mu=-0.01_S,GLC_STATIONARY3d_mu=-0.01_S,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.20_S,GAL_BATCH_mu=0.26_S,ACE_BATCH_mu=0.3_S,GLC_CHEM_mu=0.35_S,PYR_BATCH_mu=0.40_S,FUM_BATCH_mu=0.42_S,SUCC_BATCH_mu=0.44_S,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,GLC_CHEM_mu=0.50_S,GLC+SALTS_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,GLC_BATCH_mu=0.58_S,GLC@pH6_BATCH_mu=0.63_S,FRU_BATCH_mu=0.65_S,GLC@42deg_BATCH_mu=0.66_S,GLC_BATCH_mu=0.67_S,GLC_BATCH_mu=1.03_S,GLYC+AA_BATCH_mu=1.27_S,LB_BATCH_mu=1.78_S,LB_BATCH_mu=1.9_S,LB_BATCH_mu=2.3_S,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.31_V,GLC_CHEM_mu=0.40_V,GLC_CHEM_mu=0.49_V
b1807,217.3841506779348,165.7283748295082,137.14305912009007,93.11689461167441,,,,,,,,,,,,,,,,,,,,,,,,13.1,13.2625,9.931578947368422,12.235576923076923,8.352941176470589,27.25217391304348,15.629166666666665,20.76,22.133858267716533,10.604651162790695,22.2175572519084,16.8030303030303,9.109848484848484,17.565055762081784,14.114695340501793,19.354838709677423,37.017605633802816,15.941979522184301,13.932432432432432,10.872483221476507,14.166666666666664,13.923728813559322,31.550913838120106,25.21985815602837,51.07925407925407,27.66743119266055,,,,,
b1809,256.18212078239134,400.9768938355737,325.78292519747737,102.9822642306977,1219.5391919329,1272.5870554553999,1225.6493495948,1072.327618186,1239.4057400576,1314.9240417347999,1151.6988428284,1302.3527085648,1139.3370365788,1077.6281355486,1314.6685704316,1401.7081970031,1066.719478544,1076.1656800297,1053.9145602551,1097.0642154156,1054.6234597307,1237.8854826047,1027.1491370208,1034.4689856499,950.6326346649,989.5925525053,765.118274327,609.6937499999998,748.01875,482.4684210526317,446.4951923076923,637.7511312217193,599.6739130434783,470.1916666666667,551.2080000000001,570.9251968503937,626.3837209302325,606.6984732824428,571.5151515151515,622.2651515151515,519.3420074349442,950.7849462365593,639.2795698924731,652.8767605633802,716.4436860068257,738.0236486486486,740.6241610738256,610.5933333333334,514.7316384180791,447.45953002610963,418.77068557919614,411.09790209790214,335.57568807339453,1239.84,1260.79,1187.86,1158.21,1128.18
b1810,312.13468204228263,1275.894052450164,225.3263413188288,61.49220199186047,,,,,,,,,,,,,,,,,,,,,,,,0.225,1.16875,2.6052631578947367,4.432692307692308,1.9457013574660635,3.0391304347826087,4.341666666666667,2.092,8.01968503937008,2.511627906976744,11.007633587786259,5.799242424242424,3.0303030303030303,3.717472118959108,2.917562724014337,0.931899641577061,2.6267605633802815,6.221843003412969,1.6317567567567568,1.0302013422818792,1.086666666666667,0.4293785310734463,7.652741514360312,1.8888888888888888,6.787878787878787,1.5458715596330277,,,,,
b1811,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8125,49.35625,20.268421052631574,139.57211538461542,15.144796380090494,27.09130434782609,31.93333333333333,18.768,39.91338582677165,26.51937984496124,26.522900763358773,33.88636363636363,,26.940520446096652,19.344086021505376,,29.651408450704228,59.43003412969283,,24.298657718120804,,,,,13.354312354312356,,,,,,
b1812,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.893749999999999,6.481249999999998,3.389473684210526,3.4711538461538463,4.6289592760181,5.178260869565218,4.558333333333334,5.896,6.224409448818897,6.492248062015504,7.8206106870229,6.791666666666666,6.3106060606060606,5.3494423791821575,18.200716845878137,13.236559139784946,12.57042253521127,10.808873720136518,7.793918918918918,15.382550335570473,9.883333333333333,18.161016949152547,10.154046997389038,5.586288416075648,10.424242424242424,14.158256880733942,,,,,
b1813,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.23125,6.2875,5.8052631578947365,4.5625,2.3755656108597285,4.591304347826087,3.8375,3.576,4.625984251968505,5.798449612403102,1.4580152671755724,2.977272727272727,6.628787878787879,3.966542750929368,6.863799283154122,1.8602150537634408,3.376760563380282,1.0989761092150172,5.222972972972974,4.1409395973154375,,,2.6135770234986944,,2.13986013986014,,,,,,
b1814,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0125,0.1,0.6105263157894737,0.610576923076923,0.04072398190045249,1.4913043478260872,0.4416666666666667,0.972,0.6929133858267716,0.2829457364341085,0.3931297709923664,0.9204545454545456,0.2954545454545455,0.7472118959107806,0.11827956989247312,0.3369175627240143,1.2464788732394367,0.13310580204778158,0.2702702702702703,0.4362416107382551,6.21,6.070621468926553,13.68929503916449,34.231678486997644,20.976689976689972,43.81880733944954,,,,,
b1816,42.61288493847826,71.26076072278687,47.10451222387386,21.045553193534886,,,,,,,,,,,,,,,,,,,,,,,,36.825,47.30625,30.72631578947369,35.331730769230774,32.185520361990946,21.1304347826087,32.95416666666667,33.088,30.41732283464567,28.43798449612403,26.977099236641227,29.99242424242424,31.511363636363637,27.858736059479558,29.982078853046602,20.473118279569885,16.383802816901408,29.262798634812285,23.949324324324326,21.34228187919463,3.8533333333333335,3.163841807909604,7.66579634464752,2.825059101654846,6.477855477855478,2.9931192660550456,,,,,
b1817,1760.4082458307607,5314.289730444426,1177.7647126378374,741.6013630062324,17904.450029354,19095.529688168797,9647.3701865507,12412.8824305309,11064.249890283001,19701.4064120681,20925.572607937702,15335.268489754199,21431.1624052417,18328.9119002178,16313.4902458805,14831.2635119927,16595.6233548298,10535.8401331611,11234.2724545586,16123.937525611102,14617.7047060211,13644.6203543811,13296.7242381892,11931.677944121699,12474.7094594615,9584.4471878919,7049.7363797545995,1263.2375,1103.84375,1629.084210526316,2712.692307692308,707.5837104072397,849.7304347826088,3521.133333333333,426.25200000000007,753.0826771653543,689.2751937984495,2384.9007633587785,1069.185606060606,1458.3901515151513,4471.680297397769,521.5125448028674,905.0286738351256,806.5281690140845,701.2866894197953,1558.4662162162165,746.1510067114093,412.2766666666666,550.3785310734463,512.6187989556137,345.8392434988179,673.6386946386946,292.7866972477064,6871.47,9490.02,12549.69,9262.28,4901.18
b1818,994.1752464623912,4301.260785099016,355.2711542707207,261.1344604395349,413.3353730803,,,,,,,,,,,,,,,,,,,,,,,25.41875,23.70625,128.93157894736842,141.25961538461542,35.0316742081448,20.965217391304353,177.3625,34.54,33.224409448818896,35.65116279069768,106.95419847328243,45.20075757575757,52.52272727272727,255.57992565055758,21.57706093189964,41.06810035842294,38.66549295774648,18.43686006825939,83.10810810810811,37.55369127516778,67.39999999999999,47.74293785310735,20.908616187989555,69.21749408983453,32.48018648018648,41.518348623853214,1136.52,1549.03,1911.68,1371.73,501.12
b1819,651.1764099194564,2456.556659250492,466.85276338918914,261.84295802846515,2861.7048167604,3022.8635152097,1505.9133773675,1744.6277108794,1580.5182092576001,2610.3943729568,3166.9280237655,2032.111253779,3261.4036342909003,2761.0227021417,2344.0058454192003,2077.1668276053,2221.3701353266,1724.7805917132,1574.3012519135,2096.3173842521,1782.4779341394,1876.4313676863,1495.0594258065,1390.3921936335998,1408.5556053563,1239.8150606273,853.8014167683,190.2875,155.73749999999995,425.7473684210526,644.1875,85.33484162895928,105.24782608695652,743.9666666666667,83.80799999999999,96.91732283464566,84.06201550387597,394.91984732824426,145.65151515151513,215.35984848484847,946.7992565055763,65.48387096774194,125.83512544802866,120.14084507042256,110.73037542662115,249.54054054054055,175.82550335570468,37.106666666666655,112.51694915254237,67.78851174934725,26.186761229314413,110.82517482517484,40.532110091743114,1487.12,1896.68,1898.2,2019.5,760.99
b1822,33.87552269054348,73.11691633229509,23.08413614306307,12.853231277348838,,,,,,,,,,,,,,,,,,,,,,,,4.05625,2.7,1.936842105263158,1.8942307692307687,1.4796380090497738,2.1478260869565218,1.7208333333333334,2.3440000000000003,2.7125984251968505,1.837209302325581,2.0610687022900764,2.9393939393939386,1.3636363636363635,1.7769516728624537,2.8745519713261647,1.96415770609319,4.637323943661972,2.7918088737201363,1.2533783783783785,2.0167785234899327,12.843333333333335,14.214689265536725,1.7571801566579637,15.855791962174935,4.932400932400934,13.23394495412844,,,,,
b1823,9173.539463529238,18932.853789606397,11028.389762212611,7015.414509946746,35274.6653126371,34093.7868919967,35726.8109345559,35935.1279113594,38036.5165033234,38240.0712125806,41456.7509074412,46673.9247667666,43194.2663895958,40674.5736110234,50299.6496149483,50861.6413927647,37899.5812075474,36487.0536719975,35446.7276978019,48448.0115845779,49974.6657809333,57391.3003489517,49856.76877670691,52167.1530084142,47332.9458236224,48461.035104512695,34036.5151325954,15836.61875,13851.30625,13771.084210526316,16063.384615384612,15142.153846153848,17011.313043478258,17200.308333333334,15366.151999999998,21954.73622047244,20875.616279069767,23370.603053435123,20356.25,21173.636363636364,18932.940520446096,24161.20071684588,21716.3835125448,20705.302816901407,25878.795221842996,21380.34797297297,14327.214765100669,21276.13,16229.27966101695,26562.86422976501,26923.626477541366,27286.072261072266,15475.603211009175,20606.82,22898.27,27087.85,25093.16,23462.28
b1825,27.087669052391306,54.7397000290164,72.60439216153155,109.82561436544184,,,,,,,,,,,,,,,,,,,,,,,,2.95,0.90625,5.9947368421052625,5.730769230769232,16.466063348416288,14.747826086956525,6.558333333333334,27.311999999999998,28.311023622047237,44.65503875968992,47.91603053435114,39.92045454545455,31.96969696969697,31.97769516728625,88.35125448028673,88.13620071684588,155.17605633802816,40.150170648464155,90.8614864864865,64.88926174496645,159.72666666666666,175.72881355932202,93.8668407310705,97.35460992907801,81.63869463869464,140.37385321100916,,,,,
b1827,557.8143866872826,765.6272562354097,427.725309625045,202.0115046357209,394.8406068604,454.714788428,414.5477040367,548.7908468033,423.86197861339997,452.5629725694,407.6551203203,394.4010322511,392.5989454501,384.0451701023,383.1602711601,399.22861806059996,322.8931726133,337.2271750245,325.5295354325,353.9449662239,301.9309195043,311.30247556169996,332.1578220016,301.9817316988,286.981738511,296.4817031777,299.3611862491,172.98749999999995,152.36249999999995,224.97894736842102,207.0144230769231,258.6289592760181,192.9608695652174,214.85,218.824,236.09055118110237,257.94573643410854,253.2175572519084,213.60606060606057,242.67045454545453,205.54646840148698,171.97132616487454,216.7347670250896,192.3204225352113,210.05460750853246,240.03040540540542,232.31208053691276,138.82333333333335,161.5,185.934725848564,154.54373522458627,201.85081585081585,153.76376146788988,639.21,641.95,558.39,427.04,417.74
b1829,172.2290462579348,352.0037204737705,257.23386568936934,73.78007516553488,367.5686129802,97.0026838534,353.31322134019996,,,321.1171058232,321.03386140599997,383.5984089765,369.6507483375,325.8194559149,433.7941759515,,,274.66013156639997,265.7888121652,355.9454665526,,338.4200102159,,311.8886382905,,324.7448615837,,60.0125,66.88125,113.02631578947368,110.02403846153842,88.59276018099547,110.66956521739132,138.73333333333332,185.292,161.6496062992126,117.98837209302326,175.3854961832061,149.56060606060603,129.90530303030303,156.84386617100373,54.13978494623656,105.53763440860214,158.7605633802817,114.06825938566551,139.86824324324323,195.5771812080537,200.32666666666668,298.75423728813564,151.04960835509138,187.40661938534282,125.69230769230771,198.37155963302754,,,,,
b1830,670.7714771493478,1212.47962683,559.0787097064864,310.0191106013023,283.2431266575,288.2853018071,275.19521708770003,336.1884848585,266.5560236707,276.4249714841,292.69942544419996,276.404331302,292.1854075595,290.93345964549997,280.7243419492,263.136514664,290.338787083,283.5141504424,267.7567939904,257.4002068981,264.5872592801,263.8099944403,247.69134983740003,265.0414240225,246.97153725779998,255.22523099880001,239.21618479330002,132.84375,103.9375,141.67368421052632,139.4230769230769,155.04072398190044,157.40434782608696,145.50833333333338,180.36,158.04330708661416,163.94961240310082,152.80534351145042,170.89772727272728,153.6060606060606,156.98513011152417,140.29749103942652,177.2258064516129,178.0,165.7542662116041,170.78378378378378,147.9563758389262,162.21666666666667,166.70621468926555,136.1514360313316,116.36170212765957,144.64568764568762,111.58944954128441,591.68,615.54,609.04,549.59,554.33
b1831,1073.0428201865218,1752.8879499280329,1085.777521829099,773.2783599799069,816.1721223625999,842.9380408492,754.8522372775,831.1564148581,837.0348577189999,922.4010734033001,993.8629441075,932.6960442512,1031.1822008867,1038.0996530839,952.6913413664,1075.2833980792,1107.4178182301,1180.0365778245,1184.5840310569001,1120.42096936,1020.1378751872,1103.7357426583999,1106.570805708,1188.4495677078,1104.2472200932,1270.7282505774,1192.9094852854,409.5125,344.5875,434.4052631578948,509.71153846153845,635.3574660633485,597.3652173913044,573.575,735.9839999999999,907.2007874015748,835.2286821705426,774.2862595419847,950.6969696969696,584.0795454545454,740.4907063197028,742.8351254480287,898.9032258064516,816.2711267605633,799.8907849829352,987.8378378378377,648.5604026845638,763.3733333333333,786.3531073446327,988.9216710182768,879.063829787234,1077.820512820513,1055.5733944954131,740.46,810.27,1011.8,981.77,1147.39
b1832,1371.7647920242391,1964.30306843918,1181.2713247597294,748.9277641647443,406.576996263,401.0616142286,314.47692522380004,385.1690784256,356.65150391339995,389.88228308730004,422.42909950589996,389.06413218489996,370.04183110440005,399.8252490567,342.387565725,329.76776504400004,377.1049657343,406.8059621453,408.0158491579,336.4074351603,409.07251342769996,306.1694687436,335.2552604283,295.3627380171,306.0461264196,270.6511589567,230.1842837928,477.025,568.89375,361.97368421052636,444.0961538461538,564.8009049773757,388.5434782608696,482.60416666666674,371.936,412.3779527559056,456.37209302325584,396.8702290076336,406.2045454545455,403.98106060606057,502.52416356877325,762.2939068100359,573.9713261648745,369.9471830985916,615.1194539249146,1219.695945945946,635.4463087248322,263.57666666666665,210.20338983050846,316.0496083550914,160.70685579196214,275.03030303030306,125.46330275229357,486.29,498.37,513.46,550.62,605.77
b1834,76.11772440173912,83.19333125016394,56.779642158288276,27.230766689581397,,,,,,,,,,,,,,,,,,,,,,,,3.81875,4.43125,16.121052631578944,15.009615384615385,5.479638009049773,5.821739130434782,13.945833333333333,6.0280000000000005,4.759842519685039,6.492248062015504,7.026717557251907,3.8257575757575752,5.90530303030303,12.063197026022305,4.516129032258063,7.039426523297491,3.5739436619718314,3.648464163822525,6.679054054054054,2.7416107382550337,0.91,2.084745762711864,3.3420365535248044,1.1182033096926711,4.578088578088578,1.5894495412844034,,,,,
b1835,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.91875,2.1,12.589473684210526,19.985576923076927,11.945701357466064,35.378260869565224,17.733333333333334,48.72,23.03937007874016,15.209302325581396,19.595419847328245,18.575757575757574,23.24242424242424,18.84758364312268,5.293906810035842,10.85663082437276,14.848591549295776,4.156996587030717,16.76689189189189,6.318791946308724,34.31,9.28813559322034,21.715404699738908,13.853427895981088,15.790209790209786,8.905963302752294,,,,,
b1836,1075.9899015505434,7147.081351734261,716.982293411892,351.3545077878604,,,,,,,,,,,,,,,,,,,,,,,,457.46875,496.35,1236.4736842105265,883.1057692307692,931.049773755656,1545.5173913043482,791.3,801.924,909.0590551181103,528.077519379845,861.0267175572517,675.1590909090909,693.5265151515152,540.3717472118959,1654.605734767025,711.1290322580646,482.0352112676057,2211.1774744027302,497.96959459459464,402.1845637583893,28.57666666666667,2.556497175141243,436.4986945169713,1.2647754137115836,178.91142191142188,0.041284403669724766,4378.01,1981.4,1575.91,1109.47,1191.44
b1839,186.226052195,836.3797471172131,226.59694920918918,228.52597628181397,,,,,,,,,,,,,,,,,,,,,,,,177.18125,491.25,105.16842105263159,110.23076923076924,134.05429864253392,213.53043478260872,104.85833333333332,265.32800000000003,172.03937007874015,194.55038759689918,174.3625954198473,227.41666666666663,175.25,158.5985130111524,549.741935483871,193.74551971326164,490.4577464788733,436.556313993174,266.40540540540536,471.54697986577196,439.83,397.02824858757066,275.5639686684073,344.3498817966902,354.1911421911422,292.651376146789,242.46,,,,
b1841,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.16875,25.53125,11.194736842105264,10.399038461538462,17.361990950226247,51.97826086956522,14.2875,45.02,22.858267716535433,16.38372093023256,11.51908396946565,29.674242424242426,32.84090909090909,16.546468401486987,59.071684587813614,34.702508960573475,63.31338028169014,61.2457337883959,50.66216216216217,45.21476510067114,86.17,76.66384180790959,6.631853785900782,87.39243498817966,24.794871794871803,89.6651376146789,,,,,
b1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.753333333333332,10.734463276836157,,12.286052009456265,,10.224770642201834,,,,,
b1844,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38125,1.5375,2.9894736842105263,4.177884615384615,2.3846153846153846,8.191304347826087,19.4125,0.6599999999999999,18.53149606299213,5.3062015503875966,8.022900763358777,3.632575757575757,,2.5501858736059484,3.4946236559139785,,5.848591549295776,5.208191126279863,,3.137583892617449,,,,,9.296037296037298,,,,,,
b1845,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51875,0.7187499999999999,0.6894736842105263,1.0096153846153846,4.375565610859728,0.8304347826086956,0.8374999999999999,0.532,0.4015748031496063,3.7170542635658914,0.4809160305343511,0.17424242424242425,4.708333333333333,0.6394052044609665,0.7992831541218638,2.2437275985663083,0.15845070422535212,1.6518771331058015,2.4763513513513518,2.3154362416107386,,,0.6866840731070496,,1.1724941724941726,,,,,,
b1846,386.5512251741304,463.49084492918035,249.85886507108106,97.4709532643256,,,,,,,,,,,,,,,,,,,,,,,,34.90625,57.55,81.58947368421053,64.96634615384615,169.92760180995475,153.62608695652173,62.45833333333334,657.552,210.40944881889772,135.75581395348834,138.85114503816794,349.14772727272725,292.4621212121212,45.70631970260222,53.25089605734767,147.27240143369175,169.06338028169012,23.119453924914676,287.85472972972974,195.04026845637586,41.07666666666667,103.59604519774011,44.177545691906005,13.163120567375884,27.58974358974359,8.222477064220183,66.12,50.06,34.72,33.64,24.24
b1847,875.3871938297825,1936.6859939365572,1225.7684569714415,498.44532789060463,435.2512715164,334.8711421151,507.9796288401,,,367.5677052754,224.7049748583,,252.9530316198,213.0144476653,459.61148184269996,,190.0985817191,218.78563305970002,166.53480902319998,284.8539352691,,271.4475809996,,189.8929600189,,86.217938619,,941.3,425.5625,627.1105263157895,785.1298076923076,712.4298642533937,628.0695652173913,737.6208333333334,400.23199999999997,819.6062992125986,628.1860465116279,679.7061068702291,651.8901515151515,739.2310606060605,717.732342007435,995.1218637992833,383.4193548387097,604.3028169014085,548.3276450511945,385.875,422.90939597315435,87.52999999999999,28.415254237288128,542.3681462140992,33.3451536643026,198.14685314685315,7.316513761467888,2369.47,1517.13,2518.27,2771.27,2900.56
b1848,15.200341933478262,18.805380485573767,139.37938459153153,118.61382878693024,,,,,,,,,,,,,,,,,,,,,,,,1.675,2.81875,12.26315789473684,29.990384615384613,21.895927601809955,34.69130434782609,45.26666666666666,80.192,51.555118110236215,58.61240310077518,96.42748091603052,79.45454545454545,53.71212121212121,58.68401486988848,67.0179211469534,61.691756272401435,104.39436619718309,26.767918088737197,60.182432432432435,106.54697986577179,96.04666666666668,96.83333333333334,191.28198433420368,124.15839243498822,193.84149184149186,190.23394495412842,,,,,
b1849,1005.007052247826,1402.4959305616394,809.3944743362163,556.0178449348372,391.1693730825,369.8031196114,442.21073420330004,504.45194052330004,482.0593043008,439.1968935757,428.2941171764,530.0011922799,453.8455325589,520.4074507084,505.0530107029,550.6959255314,596.0737629469,652.3142775489,681.9588176197,544.7249765226001,595.2298431332,578.5767926894999,606.9360873037999,637.5513808649,664.8748934973,706.4333720909,819.0450599763001,419.36875,416.90625,282.7315789473685,359.625,567.3257918552036,318.6347826086957,383.6333333333334,943.94,496.9173228346457,480.4069767441861,646.824427480916,539.3371212121211,540.2348484848485,526.5167286245353,601.0035842293906,540.2974910394265,837.5387323943663,562.1296928327645,462.90202702702703,747.9161073825502,504.28,555.5225988700565,336.9295039164491,31.678486997635932,84.54545454545455,23.876146788990823,340.96,314.65,336.59,556.11,567.64
b1850,2370.900917499348,3113.4145638077052,1725.7850450228827,1129.843971902,2668.9667433872,2614.7735544185,2467.9325608546,2451.2116404543,2454.7609966703,2531.6013834646,2565.8364632039998,2452.0634886985,2428.2204277344,2416.3445057533,2296.5212998185,2388.9657942025,2624.5567138447,2590.3234441425,2599.5144053228,2329.7996060385,2114.5785785257,2071.1039086098003,2176.304528995,2072.1906777788,2147.2531074566,2094.0615891955,2310.2197696927,1303.175,1117.5124999999996,658.2105263157895,851.2692307692308,921.6742081447965,1022.808695652174,996.1625,1019.724,882.7047244094489,1056.4573643410852,1146.2404580152672,825.7272727272727,897.0416666666665,1075.9516728624535,1729.0967741935485,1216.5663082437275,1279.9577464788733,1772.8566552901025,1209.1148648648648,1324.986577181208,1019.65,960.2457627118644,1003.8851174934726,912.0874704491723,1137.2261072261072,768.7545871559632,2692.52,2543.58,2606.5,2488.41,3035.08
b1851,4.7208191953260865,34.708406467049194,12.596704799999998,17.559739487581393,,,,,,,,,,,,,,,,,,,,,,,,39.65625,20.5125,11.642105263157895,14.783653846153845,11.28054298642534,13.4,16.104166666666668,13.995999999999999,18.118110236220478,10.031007751937985,758.6679389312977,15.791666666666664,,12.851301115241634,24.666666666666664,,28.65845070422535,21.593856655290107,,24.842281879194626,20.543333333333333,39.89265536723164,,7.288416075650117,25.43589743589744,6.48623853211009,,,,,
b1852,985.6233208193477,2674.989189733935,721.938025493063,591.2582463774884,1235.1647795336,1282.5576437836999,1182.7278646334,1399.7548212035001,1176.5236456474001,1225.714124725,1163.6455429772,1081.9327432471,1182.6028561971,1134.3592178041001,1021.077164796,1060.9721023216,1134.249379822,1082.1812722898,1107.1157067872,953.7695780549001,874.7388921427,865.9381053359,845.5047458222,795.5746899566001,833.7614366611,856.0483222880999,965.2593763077,660.09375,631.6125,484.4684210526316,415.3028846153846,542.0180995475113,271.7086956521739,339.81666666666666,399.148,331.8740157480315,337.47674418604646,426.5190839694656,443.7045454545455,373.3901515151515,370.6208178438662,462.84946236559136,635.5089605734768,434.4330985915493,532.9351535836178,513.2939189189188,620.5906040268458,450.76,403.92655367231635,301.26892950391635,361.5673758865248,351.5034965034965,310.6490825688073,1356.94,1322.4,1191.94,1096.42,1077.92
b1853,189.11128213380437,125.06852530721312,160.7020123854955,38.32907055246511,,,,,,,,,,,101.39312632010001,,,,,,,,,,,,,20.15,6.5625,27.54736842105264,29.278846153846153,23.12217194570136,14.282608695652176,36.8125,30.880000000000006,22.10236220472441,25.23643410852713,27.732824427480914,29.50757575757576,31.17045454545455,28.011152416356875,2.670250896057348,17.627240143369175,8.721830985915494,3.5017064846416384,23.78040540540541,4.453020134228188,12.79,14.240112994350284,24.441253263707573,26.66193853427896,21.93473193473193,18.119266055045873,66.12,69.31,62.91,43.25,
b1854,2253.6946875482613,3212.706696085901,1714.6573774199094,738.8309463830698,3441.1608419853,3561.720882442,3049.5682869346997,3331.4349761353997,3122.5394290811,3498.509155272,3393.3892094839002,3020.0383203126003,3208.8453903736,2969.3374050398997,3192.1482425353997,3111.5931693558,2711.8477543635,2334.052908794,2337.2191511898,3091.5613601977,2899.9677242285998,2671.9855881264,2549.3734095423997,2473.5854427804998,2277.1513469643,2267.7884061151003,2204.7862230545998,626.775,664.675,837.7947368421053,849.4038461538461,893.0316742081446,617.9391304347827,799.2791666666667,872.2560000000001,706.4566929133857,705.9961240310076,954.7137404580153,864.5075757575756,797.3257575757574,734.0223048327138,469.4695340501792,668.2043010752687,669.774647887324,593.8054607508533,735.7229729729729,775.4194630872482,434.3033333333333,383.909604519774,743.650130548303,557.6572104018911,779.2354312354312,383.947247706422,2281.3,2194.83,2396.54,1912.05,1540.89
b1855,82.30158652108695,161.58180492098361,68.8804191245045,30.509488807581395,,,,,,,,,,53.582943181400005,,,,,,,,28.189886557399998,,,,,,18.6,17.875,32.62631578947369,26.44230769230769,31.303167420814482,21.55217391304348,26.69583333333333,18.812,22.484251968503933,20.949612403100765,20.75572519083969,25.54166666666667,17.382575757575758,23.64684014869889,14.243727598566311,19.39068100358423,24.9330985915493,23.569965870307175,16.489864864864867,21.70469798657718,10.1,16.163841807909606,21.086161879895567,13.966903073286051,32.03263403263403,20.81192660550459,,,,,
b1857,235.1563543911957,511.64256782459023,230.539369966036,117.32936706916279,22.992671389899996,23.2696767691,29.862846194899998,,,19.9786733385,26.6461636443,,30.5421632344,32.083072496,43.3505875117,36.6520313667,29.4270242614,32.4539025173,49.9729109484,89.18086857670001,55.2511699512,50.6417151663,51.145482960500004,84.6653334899,46.346612146300004,43.9893921304,,52.46875,67.625,27.247368421052638,30.240384615384606,56.20814479638009,41.469565217391306,39.60416666666666,52.928000000000004,90.73622047244095,97.43023255813955,39.93511450381679,82.78030303030302,52.62878787878788,33.90706319702602,72.17562724014337,60.512544802867396,152.69014084507043,38.713310580204784,82.24324324324324,71.6744966442953,124.14333333333332,106.54802259887006,70.35770234986946,92.33569739952719,132.10489510489512,120.78211009174309,,,,,
b1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3625,22.56875,9.589473684210526,0.2788461538461538,2.9140271493212677,3.3521739130434787,1.5375,0.8320000000000001,1.9055118110236218,1.9573643410852712,65.86641221374046,2.378787878787879,,2.055762081784387,3.2652329749103934,,7.774647887323942,5.928327645051193,,3.640939597315436,,,,,13.56177156177156,,,,,,
b1860,73.73894932684782,86.56835520540983,79.8743497889189,49.66241658218605,,,,,,,,,,,,,,,,,,,,,,,,26.01875,17.775,56.55263157894736,62.14903846153847,54.54751131221721,74.10434782608695,57.72916666666667,71.904,70.66929133858268,59.07364341085271,62.404580152671755,65.09848484848484,66.91287878787878,57.7918215613383,56.175627240143356,52.53763440860215,82.63380281690141,37.9419795221843,54.760135135135144,57.48657718120807,26.61333333333333,51.635593220338976,76.35248041775456,28.37115839243498,80.58275058275058,38.10550458715596,,,,,
b1861,338.8157366635869,287.82029194229506,256.10458733612614,119.05862666069768,,,,,,,,,,,,,,,,,,,,,,,,3.09375,2.48125,37.478947368421046,24.865384615384606,39.081447963800905,50.41739130434783,88.46666666666668,65.916,28.59448818897637,75.67829457364341,99.8969465648855,68.89393939393939,,98.05204460966543,125.13620071684588,,35.429577464788736,57.0853242320819,,68.86912751677852,26.51,30.56497175141243,,41.53191489361703,58.67132867132866,62.87385321100917,250.72,,,,
